Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
51f69a179fce081be75171421ec55c87dc2325bade0371bfe3e002fc158d43c3,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.730417,52.602090,On or near DENE SIDE,E01026624,Great Yarmouth 006C,Unable to prosecute suspect
189452ab2307dcfbf16058474adbe640a48c33b3c2d4ebbeebe40a6e09fc5758,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.730497,52.598858,On or near CAMDEN ROAD,E01026626,Great Yarmouth 006E,Unable to prosecute suspect
e63cde7c3707a5f1734270438b20970770935243d94eadc10f61e399e8528576,2021-10,Norfolk Constabulary,Norfolk Constabulary,,,No location,,,Offender given a caution
5cfd12ba047666023f7ade2bcbf03208a12660103f53bb00351e8f8f891688da,2021-10,Norfolk Constabulary,Norfolk Constabulary,,,No location,,,Investigation complete; no suspect identified
4c96640587038da729b9255565aaaafd78ad0365ed3b1d7d17c59563501f62ea,2021-10,Norfolk Constabulary,Norfolk Constabulary,,,No location,,,Investigation complete; no suspect identified
84b537dea4e4b4d872b59bd0b74952381849e824cc11680bb566e46f55e79b9d,2021-10,Norfolk Constabulary,Norfolk Constabulary,,,No location,,,Offender given a caution
b5f64fbe4f3a5d3d0e55ec220b8716bddec14a0dd27b9acfefe7f8857bbc1258,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.729779,52.604835,On or near DENE SIDE,E01026624,Great Yarmouth 006C,Unable to prosecute suspect
85d57d721f79e989d9463fcf2f9759aaf37b1eed76488356506a90da1b021936,2021-10,Norfolk Constabulary,Norfolk Constabulary,,,No location,,,Investigation complete; no suspect identified
24cd0c064925dd1b8aa232c40c910f3f85847a4c687340e63c615c308ebab883,2021-10,Norfolk Constabulary,Norfolk Constabulary,,,No location,,,Investigation complete; no suspect identified
6eab20fda1ceb5adcdc06422584448ad75003947efcca9faa9bfa1603f391788,2021-10,Norfolk Constabulary,Norfolk Constabulary,,,No location,,,Unable to prosecute suspect
fc57a789b9acfa233fbfab746eccd89d03956b181299677ed4188d43283ed4b5,2021-10,Norfolk Constabulary,Norfolk Constabulary,,,No location,,,Investigation complete; no suspect identified
bebdaaab123e17b86200f871287a81948b3b72d2065ca40b4efb69aa444f26c7,2021-10,Norfolk Constabulary,Norfolk Constabulary,,,No location,,,Investigation complete; no suspect identified
dbcf6f22bb873ae552ab65eefdf027885fee00f615926eec0519d33a11725c75,2021-10,Norfolk Constabulary,Norfolk Constabulary,,,No location,,,Investigation complete; no suspect identified
01f87029e0d6a61ffd4d3cf68e9c3b2dba0dfcea23554e1f6e2d3f70d188ce68,2021-10,Norfolk Constabulary,Norfolk Constabulary,,,No location,,,Action to be taken by another organisation
d1c27b2a53037a2c77e4900321b83305efd935835e3a9733a648bd2fbf655e78,2021-10,Norfolk Constabulary,Norfolk Constabulary,,,No location,,,Unable to prosecute suspect
7157a3e20d0a0407847d2b6d4995d52326e0145d7d12ea860bff2d975f600f9b,2021-10,Norfolk Constabulary,Norfolk Constabulary,,,No location,,,Investigation complete; no suspect identified
21c4ae0aba39485c07fb440b49b3750df6d454095f55fa83560f829c186c6ed2,2021-10,Norfolk Constabulary,Norfolk Constabulary,0.221083,52.734218,On or near CHURCH CLOSE,E01026719,King's Lynn and West Norfolk 013C,Unable to prosecute suspect
af55d0f8a4f466b4cf14080a8ba5e1e1fe34c4ec32f3d7a462994d4e81e62737,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.177832,52.664158,On or near FAIRWAY,E01033538,South Norfolk 001G,Unable to prosecute suspect
306b2a1d246393ea86d74798ffc4c4ccd8fd9ce3e3b0a294aa5067e39c06e147,2021-10,Norfolk Constabulary,Norfolk Constabulary,,,No location,,,Further investigation is not in the public interest
2eaa91a0be75c105457d099460dab6349d5cb9daa92b60358a3830d91fa33d3c,2021-10,Norfolk Constabulary,Norfolk Constabulary,,,No location,,,Offender given a caution
67b4495ccd20c0cc42a2230aecb5374fcd7eef873b4911ad8425369660d0434c,2021-10,Norfolk Constabulary,Norfolk Constabulary,,,No location,,,Investigation complete; no suspect identified
59ead15ec08cb78a202e077321d4c9824a949e2ec0994550c111291d955eb8ea,2021-10,Norfolk Constabulary,Norfolk Constabulary,,,No location,,,Suspect charged
75ce8a23e95b49b63f3d442a3a266d32b05fa9f54eacd13dde7ad4b3aa034a43,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.309501,52.633301,On or near BISHOP BRIDGE ROAD,E01033438,Norwich 014A,Investigation complete; no suspect identified
004417a224c09cb87922701f77ee7943a62dd6e3b564e27c1fab16edd77c38c3,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.732344,52.609279,On or near MANBY ROAD,E01026598,Great Yarmouth 005D,Unable to prosecute suspect
8cc202f227964a6575e244a0506cc36e87200136317b991090c51d76a52a18f1,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.262623,52.669353,On or near BERRINGTON ROAD,E01026527,Broadland 010B,Unable to prosecute suspect
5cef4e536587b8681b731a2b27b59d0c3da51135507ca323ba547be905758463,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.299019,52.620121,On or near HOBART SQUARE,E01026816,Norwich 013A,Unable to prosecute suspect
6b7b8652de29a9eba8248addaed9195ba6594a8c5e487da7159b439f3c031e1f,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.366425,52.634429,On or near NEWARK CLOSE,E01026574,Broadland 016A,Suspect charged
d5f55f75b989c83a2e583c2266080c6548869df78a3a74b0f0967946443c8d17,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.293150,52.645268,On or near MILLERS LANE,E01026843,Norwich 003C,Formal action is not in the public interest
c87decda6126c4521dec04edbfb61d541a8350a3a652c7de0fb6b3e97273649e,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.323372,52.631815,On or near WILLIAM MEAR GARDENS,E01026808,Norwich 004F,Unable to prosecute suspect
c87decda6126c4521dec04edbfb61d541a8350a3a652c7de0fb6b3e97273649e,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.323372,52.631815,On or near WILLIAM MEAR GARDENS,E01026808,Norwich 004F,Unable to prosecute suspect
c87decda6126c4521dec04edbfb61d541a8350a3a652c7de0fb6b3e97273649e,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.323372,52.631815,On or near WILLIAM MEAR GARDENS,E01026808,Norwich 004F,Unable to prosecute suspect
c87decda6126c4521dec04edbfb61d541a8350a3a652c7de0fb6b3e97273649e,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.323372,52.631815,On or near WILLIAM MEAR GARDENS,E01026808,Norwich 004F,Unable to prosecute suspect
cb6324f8de11e7c3573f341dea8aeb9944b53210ad2e0b47dc0ecbeeabd6040a,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.310472,52.632257,On or near WILLIAM KETT CLOSE,E01033438,Norwich 014A,Unable to prosecute suspect
8d47e558b9ed832a3a757bb3bcbe1a7e70163666caff6f1ae839d2451965c34d,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.387438,52.822609,On or near NORTH STREET,E01026753,North Norfolk 010A,Suspect charged
8aae779c4c178cf95a9f3ba1e502449c5d7945cb70b81ae0ef1e3f6198d42277,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.393113,52.822078,On or near GROVE ROAD,E01026753,North Norfolk 010A,Suspect charged
4b644aac602ca95accab2038f830017677e634b689bfa103bbf8db5d8d23b692,2021-10,Norfolk Constabulary,Norfolk Constabulary,0.532788,52.664107,On or near THE STREET,E01026642,King's Lynn and West Norfolk 014A,Further investigation is not in the public interest
152b0c8e9e9bbbe1d1c696c4ebb82ad3626da2e2f1dda8589f2e2b804a1008b1,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.655616,52.578628,On or near BECCLES ROAD,E01026614,Great Yarmouth 012B,Suspect charged
aa309d75673e481cad8916216e88dd92b5add10146634e363bcecb853574dbec,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.474382,52.533112,On or near HOBART ROAD,E01026911,South Norfolk 008C,Unable to prosecute suspect
4c668171363b576956805f11d7965d0789e1c73bb148cf8dc95a5a1096ab3b67,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.300288,52.641094,On or near CHURCHILL ROAD,E01026845,Norwich 003E,Suspect charged
4c668171363b576956805f11d7965d0789e1c73bb148cf8dc95a5a1096ab3b67,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.300288,52.641094,On or near CHURCHILL ROAD,E01026845,Norwich 003E,Suspect charged
031f90f403e88f96dea548fb9fbf2e3d8fb3aae488c80ff33eb1ae6b058d0c3e,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.290420,52.629983,On or near Parking Area,E01026823,Norwich 007B,Unable to prosecute suspect
5f866244c1903913d2165c50c6c8ac232248e243d5d5e5f4856e1a170d88c928,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.475849,52.529660,On or near ALFRIC CLOSE,E01026912,South Norfolk 008D,Unable to prosecute suspect
585403570e391902916829f6bece3c1826dce70bc9248f505395101e9f20cd69,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.476245,52.530565,On or near SYCAMORE CLOSE,E01026912,South Norfolk 008D,Unable to prosecute suspect
e8f2aac764690c9f91f4611c0cb23dfd94960bbc7e3b183e84fc383a936c4d61,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.553477,52.639017,On or near OXCROFT,E01026497,Broadland 018A,Further investigation is not in the public interest
80b7fa8e390a75e3952bb70c7494ec592d2dfb3fc86352e1345f6556b3d0ff3b,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.474382,52.533112,On or near HOBART ROAD,E01026911,South Norfolk 008C,Unable to prosecute suspect
9729360b5062d1006019fa1e40207ebb9409a61d34c03544dc94240f46bcae51,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.130796,52.917928,On or near PINEHEATH ROAD,E01026741,North Norfolk 004A,Unable to prosecute suspect
fa4170b3b8bc1cc5b3990aa7d8b384a1c217f69b5c388625bfd55d8f99928c59,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.337447,52.580208,On or near Parking Area,E01026926,South Norfolk 006C,Unable to prosecute suspect
fa4170b3b8bc1cc5b3990aa7d8b384a1c217f69b5c388625bfd55d8f99928c59,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.337447,52.580208,On or near Parking Area,E01026926,South Norfolk 006C,Unable to prosecute suspect
e6d18e33d270f9dc71a955a9fe28546230d4d0401f819db7ba42586ceb9556ee,2021-10,Norfolk Constabulary,Norfolk Constabulary,0.417605,52.758031,On or near Supermarket,E01026693,King's Lynn and West Norfolk 009D,Investigation complete; no suspect identified
1aa475ef9f7838b1e347df08fcc79452f3fdad9db82c10294fa1607b911f9db4,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.728654,52.601678,On or near MIDDLEGATE,E01026625,Great Yarmouth 006D,Unable to prosecute suspect
47d2bed964ec61f9cfe60f2784608921c976b5e02e32670d7242d5d367575ab1,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.733230,52.599554,On or near NELSON ROAD SOUTH,E01026626,Great Yarmouth 006E,Formal action is not in the public interest
83c7a4986ea0f84a34d1b1b0cb0cbe9ed3745a10ebefe686de6a7a622ae76232,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.736247,52.607572,On or near BRITANNIA ROAD,E01026623,Great Yarmouth 006B,Unable to prosecute suspect
e9673b0a644ad046f8a095c2b0a4cb0d005ca1f56f77d670179932185983610b,2021-10,Norfolk Constabulary,Norfolk Constabulary,0.569555,52.696100,On or near PENTNEY LANE,E01026694,King's Lynn and West Norfolk 012D,Unable to prosecute suspect
7c497d5b6d02bdbb1de2d3a231df7f9bc372bc9b6fe108fc340d34177d956854,2021-10,Norfolk Constabulary,Norfolk Constabulary,0.929777,52.439680,On or near SCHOOL LANE,E01026439,Breckland 014A,Investigation complete; no suspect identified
e79d0aeb32f4f39eaa4776cadf346bff7c4fbe53a9faec18a3a1a9848f1659ca,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.029399,52.518692,On or near CYGNET CLOSE,E01026448,Breckland 013C,Unable to prosecute suspect
94f11f2d9c28d885ba7d251f65f802dd8fc78f6778175eb679f719873f7ece46,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.250923,52.657839,On or near Sports/Recreation Area,E01026529,Broadland 010D,Suspect charged
ab324f576710bb29637416b6be718703cf04cee32bb06f86908818520e0f6bb1,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.250923,52.657839,On or near Sports/Recreation Area,E01026529,Broadland 010D,Suspect charged
7138afafa2a99eafb4aa6d96a9924ce11795e1a09d477e06cd29544303be40df,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.729694,52.612690,On or near EAST ROAD,E01026595,Great Yarmouth 005A,Unable to prosecute suspect
7138afafa2a99eafb4aa6d96a9924ce11795e1a09d477e06cd29544303be40df,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.729694,52.612690,On or near EAST ROAD,E01026595,Great Yarmouth 005A,Unable to prosecute suspect
7138afafa2a99eafb4aa6d96a9924ce11795e1a09d477e06cd29544303be40df,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.729694,52.612690,On or near EAST ROAD,E01026595,Great Yarmouth 005A,Unable to prosecute suspect
7138afafa2a99eafb4aa6d96a9924ce11795e1a09d477e06cd29544303be40df,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.729694,52.612690,On or near EAST ROAD,E01026595,Great Yarmouth 005A,Unable to prosecute suspect
fa6d957eea19af277b03e1905e17ad8119ab0c274d07f71537878b255830d1dd,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.293150,52.645268,On or near MILLERS LANE,E01026843,Norwich 003C,Formal action is not in the public interest
4792a1a3f072b976c80fc442fbc55b416e65d6cb60c7a615a6344d6825e629bb,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.301380,52.667541,On or near LODGE LANE,E01026540,Broadland 009A,Suspect charged
ee3cb890af4a8a903e1966813257933708ea163bcd349572a782f5310f4048c2,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.301380,52.667541,On or near LODGE LANE,E01026540,Broadland 009A,Suspect charged
46a6d26022059fd5905d91576592c84b857018195905a4c63f8ab9fb2f20b0a5,2021-10,Norfolk Constabulary,Norfolk Constabulary,0.493321,52.631746,On or near CHURCHILL CRESCENT,E01026727,King's Lynn and West Norfolk 018B,Investigation complete; no suspect identified
1a5dd042fd85aeef233e0763803374f0ce462b1593d6b16cfefd9d4e30324bd1,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.393113,52.822078,On or near GROVE ROAD,E01026753,North Norfolk 010A,Unable to prosecute suspect
382631cce6d6adaf5d1d48dd4facb30f263ece90a06d36521050db1b0c0eeddf,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.272239,52.623247,On or near GIRTON ROAD,E01026838,Norwich 009D,Unable to prosecute suspect
449ce41e65f9a6ab274495ed16b12d6ed91042b6b555dc75b7cc799dff75334d,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.724084,52.645788,On or near ASPEN ROAD,E01026594,Great Yarmouth 003F,Unable to prosecute suspect
246165ac2395149d64a37bb0f31b593a61bfb5a2c777bdd2ea873781ad8a71e3,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.293950,52.629354,On or near Shopping Area,E01026823,Norwich 007B,Suspect charged
057768d812d3cc1818d5100563e32a9989bc8ca8845d30656405214a901c10c6,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.315145,52.625057,On or near THORPE ROAD,E01033439,Norwich 014B,Unable to prosecute suspect
8b4f3aea68edcc3eba6813571f296f6e813502eb513710cae79a3b71e6fbd07d,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.279835,52.639441,On or near RAYNHAM STREET,E01026827,Norwich 007F,Unable to prosecute suspect
9d14f66b45da43856713d9745659fa9ff94d0a2c70dcde49972565ae9ac6cf10,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.735426,52.600708,On or near Conference/Exhibition Centre,E01026626,Great Yarmouth 006E,Unable to prosecute suspect
d07f6ac67a31ecdd14abd53f98205acb9c4b8b865012982b469b49ab0ea6434b,2021-10,Norfolk Constabulary,Norfolk Constabulary,0.440348,52.750741,On or near BADER CLOSE,E01026664,King's Lynn and West Norfolk 010C,Investigation complete; no suspect identified
a40a74e6e3ed7a1e542ae99b7001d54264bf235548fad5e85b44f4ab3ffbc6eb,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.222337,52.640589,On or near HARRY BARBER CLOSE,E01026792,Norwich 005B,Investigation complete; no suspect identified
9d287c28a95466e0757a8f7a9a1351d4e1b078866379de404922e99cb73738d7,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.732799,52.570875,On or near PIER GARDENS,E01026631,Great Yarmouth 010E,Investigation complete; no suspect identified
29288d242b1fbd72dd10b68203dd54709500c09b6a6a3c4313199a7e72efee18,2021-10,Norfolk Constabulary,Norfolk Constabulary,0.389534,52.561528,On or near BRIDGE STREET,E01026679,King's Lynn and West Norfolk 018A,Investigation complete; no suspect identified
68825c24e430a3313d8e233c53bb501342d9155dc964279ee8ebf3bfb4884ea3,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.291239,52.633999,On or near ST MARYS PLAIN,E01026823,Norwich 007B,Investigation complete; no suspect identified
9a095da32df0af98ad959f5be5f2dcf09989e7fb8cb19eca789328cc24426a32,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.726112,52.606705,On or near REGENT STREET,E01026623,Great Yarmouth 006B,Investigation complete; no suspect identified
d06b6dd9585a094ab8aa4a204cccfac6d0704f93633cbc69433e0eb628eed510,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.210384,52.939670,On or near ALEXANDRA ROAD,E01026773,North Norfolk 001D,Unable to prosecute suspect
ff32a1eb0025e133d79aebc231eb16351464aefa4ce23fef11b67f5a93e294f0,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.314087,52.641554,On or near Parking Area,E01026802,Norwich 001F,Investigation complete; no suspect identified
d29dec589e06454d96fa305dd2eccf4e4788ca8b1eae33c85a602f1eea31ae85,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.235480,52.631579,On or near WILBERFORCE ROAD,E01026796,Norwich 005F,Unable to prosecute suspect
2d7ea469e6abfa5403e0a938d26bb30e43cbf1f770a6d64d0664847dfdafbd02,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.293650,52.642278,On or near TRAVERSE STREET,E01026846,Norwich 003F,Unable to prosecute suspect
86a3f7ed2783ece6a01d99dc49bc254e3416678feeeffbb7d3f836e7720a80db,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.328944,52.645023,On or near KEMPE CLOSE,E01026805,Norwich 004C,Investigation complete; no suspect identified
227526088f32149301185567f315555e04ff1b6d629971421d63ee17fdfd5efe,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.235931,52.629885,On or near GEORGE FOX WAY,E01026861,Norwich 010D,Unable to prosecute suspect
7e52f4beba1b183b68fa34af07c15e093a1cd1c957ddd1ab83f2b892e9a30873,2021-10,Norfolk Constabulary,Norfolk Constabulary,0.748030,52.416537,On or near CLAXTON CLOSE,E01026465,Breckland 015A,Offender given a caution
62893c6a5fae766fe6bc426878d9ab38ec584532ad3a9a88778cdf31860f0a20,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.298566,52.629613,On or near Nightclub,E01033438,Norwich 014A,Investigation complete; no suspect identified
e08479a054d02e82902121f482494fb4f2077022fcf9374d36c9870f7a7718f9,2021-10,Norfolk Constabulary,Norfolk Constabulary,0.409947,52.768591,On or near MARINERS WAY,E01026690,King's Lynn and West Norfolk 007D,Investigation complete; no suspect identified
ba4e1a7199de56978e61e0a7479f66c2307f8a38bad49e8f13349b379eb9fb8a,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.250923,52.657839,On or near Sports/Recreation Area,E01026529,Broadland 010D,Unable to prosecute suspect
674390c5d03e8cdeae00f4e27c98d925d38fefad91b6395eead6d0d10e115f40,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.250923,52.657839,On or near Sports/Recreation Area,E01026529,Broadland 010D,Unable to prosecute suspect
7f3dbdb111f3a7d7fc3ec03b801dc37bfbf92b16f9d061e860705bc1efe7b69e,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.302466,52.624683,On or near ABBEY LANE,E01033441,Norwich 014D,Unable to prosecute suspect
07b4a0d2c55e962d24b204c2f2e6a34fa9a15bb575f99d3469e862d633934a49,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.292334,52.618868,On or near SIGISMUND ROAD,E01026853,Norwich 011B,Investigation complete; no suspect identified
0162170924cbfa32632a0de33cd9d674ba4db9208b738767aebf893fa5161948,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.298566,52.629613,On or near Nightclub,E01033438,Norwich 014A,Unable to prosecute suspect
dab862be9cfc6a741105ce804b4e4033096cfb4f099adf02004e4e9072aebf8b,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.303065,52.628516,On or near Nightclub,E01033438,Norwich 014A,Unable to prosecute suspect
4bcdabee28b4b630cc5582cbbd09bade36449f8f9577dc1c3fc034f7fc805042,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.109591,52.573223,On or near TOWN GREEN,E01026870,South Norfolk 005A,Unable to prosecute suspect
befea852b20d7775b0bd88df0a0bcd70b8e8ca96d78ca6666d008909fefe206d,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.301948,52.628790,On or near ST VEDAST STREET,E01033438,Norwich 014A,Offender given a caution
5458a9289a51ed9c7aeec34f68b977b36c256ee1486c2563f1857a03d99768ef,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.715677,52.579977,On or near LIME WAY,E01026604,Great Yarmouth 009D,Unable to prosecute suspect
cd07158539b7837ee22108034bdd28f8d1e0a45101df24b49d256708d99f82ae,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.447175,52.633193,On or near Parking Area,E01026507,Broadland 014D,Offender given a caution
259dd54aa22a0a33d3b4d7dd45246f35b48bcc375e9993ecd2657d4700707094,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.289970,52.651940,On or near WOODCOCK ROAD,E01026798,Norwich 001B,Unable to prosecute suspect
adc17314156621de2187b14d241b7aaef97f6f1d9ef42a0007ee84bf3972af55,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.628102,52.701521,On or near BLENHEIM AVENUE,E01026638,Great Yarmouth 002E,Unable to prosecute suspect
a78d1cdc285b6cd3924eb4b0414d56e4c3f3f894111957bd6e23cf078c1f6f0d,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.300319,52.629726,On or near Nightclub,E01033438,Norwich 014A,Unable to prosecute suspect
a273ef9821be93c1eb982cd3cb7616e1aa412854f4dfc1bafa117c53b7d2d4ee,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.065702,52.843341,On or near STONE ROAD,E01026730,North Norfolk 008B,Unable to prosecute suspect
23e97ca552f1846324062b05fb39638401c50ff02d8ed54f5b798d6f9a3d9d3b,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.065702,52.843341,On or near STONE ROAD,E01026730,North Norfolk 008B,Unable to prosecute suspect
07e21e7a9dbe97f7c6955faab67a367c0343e45ebcdcba111fa37fc38ad3b0f7,2021-10,Norfolk Constabulary,Norfolk Constabulary,0.248896,52.614331,On or near LANGHORN'S LANE,E01026659,King's Lynn and West Norfolk 016A,Unable to prosecute suspect
91cb96937654d0275a47c7bed40a8afd456f01ed28e68195e2304819dc428c01,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.318009,52.663065,On or near WILKS FARM DRIVE,E01026553,Broadland 012A,Unable to prosecute suspect
b105b633210450b4cdc0f16cb4c1c438c28134826e96371df8c1d9012022fd3e,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.089575,52.533565,On or near QUEEN STREET,E01026885,South Norfolk 007B,Investigation complete; no suspect identified
3f5f6d85998c64a2ce9cbacdbbc8e284108033075267be67b7d0b3fa32ec3128,2021-10,Norfolk Constabulary,Norfolk Constabulary,1.728182,52.608295,On or near MARKET GATES,E01026597,Great Yarmouth 005C,Suspect charged
